timestamp,factor
2021-01-25 00:00:00,1.0
2021-01-25 03:00:00,1.0
2021-01-25 06:00:00,1.0
2021-01-25 09:00:00,1.0
2021-01-25 12:00:00,1.0
2021-01-25 15:00:00,1.0
2021-01-25 18:00:00,1.0
2021-01-25 21:00:00,1.0
2021-01-26 00:00:00,1.0
2021-01-26 03:00:00,1.0
2021-01-26 06:00:00,1.0
2021-01-26 09:00:00,1.0
2021-01-26 12:00:00,1.0
2021-01-26 15:00:00,1.0
2021-01-26 18:00:00,1.0
2021-01-26 21:00:00,1.0
2021-01-27 00:00:00,1.0
2021-01-27 03:00:00,1.0
2021-01-27 06:00:00,1.0
2021-01-27 09:00:00,1.0
2021-01-27 12:00:00,1.0
2021-01-27 15:00:00,1.0
2021-01-27 18:00:00,1.0
2021-01-27 21:00:00,1.0
2021-01-28 00:00:00,0.12
2021-01-28 03:00:00,0.1341
2021-01-28 06:00:00,0.14
2021-01-28 09:00:00,0.1341
2021-01-28 12:00:00,0.12
2021-01-28 15:00:00,0.1059
2021-01-28 18:00:00,0.1
2021-01-28 21:00:00,0.1059
2021-01-29 00:00:00,0.15
2021-01-29 03:00:00,0.1641
2021-01-29 06:00:00,0.17
2021-01-29 09:00:00,0.1641
2021-01-29 12:00:00,0.15
2021-01-29 15:00:00,0.1359
2021-01-29 18:00:00,0.13
2021-01-29 21:00:00,0.1359
2021-01-30 00:00:00,0.172
2021-01-30 03:00:00,0.1861
2021-01-30 06:00:00,0.192
2021-01-30 09:00:00,0.1861
2021-01-30 12:00:00,0.172
2021-01-30 15:00:00,0.1578
2021-01-30 18:00:00,0.152
2021-01-30 21:00:00,0.1578
2021-01-31 00:00:00,0.18
2021-01-31 03:00:00,0.1941
2021-01-31 06:00:00,0.2
2021-01-31 09:00:00,0.1941
2021-01-31 12:00:00,0.18
2021-01-31 15:00:00,0.1659
2021-01-31 18:00:00,0.16
2021-01-31 21:00:00,0.1659
2021-02-01 00:00:00,0.172
2021-02-01 03:00:00,0.1861
2021-02-01 06:00:00,0.192
2021-02-01 09:00:00,0.1861
2021-02-01 12:00:00,0.172
2021-02-01 15:00:00,0.1578
2021-02-01 18:00:00,0.152
2021-02-01 21:00:00,0.1578
2021-02-02 00:00:00,0.15
2021-02-02 03:00:00,0.1641
2021-02-02 06:00:00,0.17
2021-02-02 09:00:00,0.1641
2021-02-02 12:00:00,0.15
2021-02-02 15:00:00,0.1359
2021-02-02 18:00:00,0.13
2021-02-02 21:00:00,0.1359
2021-02-03 00:00:00,0.12
2021-02-03 03:00:00,0.1341
2021-02-03 06:00:00,0.14
2021-02-03 09:00:00,0.1341
2021-02-03 12:00:00,0.12
2021-02-03 15:00:00,0.1059
2021-02-03 18:00:00,0.1
2021-02-03 21:00:00,0.1059
2021-02-04 00:00:00,1.0
2021-02-04 03:00:00,1.0
2021-02-04 06:00:00,1.0
2021-02-04 09:00:00,1.0
2021-02-04 12:00:00,1.0
2021-02-04 15:00:00,1.0
2021-02-04 18:00:00,1.0
2021-02-04 21:00:00,1.0
2021-02-05 00:00:00,1.0
2021-02-05 03:00:00,1.0
2021-02-05 06:00:00,1.0
2021-02-05 09:00:00,1.0
2021-02-05 12:00:00,1.0
2021-02-05 15:00:00,1.0
2021-02-05 18:00:00,1.0
2021-02-05 21:00:00,1.0
2021-02-06 00:00:00,1.0
2021-02-06 03:00:00,1.0
2021-02-06 06:00:00,1.0
2021-02-06 09:00:00,1.0
2021-02-06 12:00:00,1.0
2021-02-06 15:00:00,1.0
2021-02-06 18:00:00,1.0
2021-02-06 21:00:00,1.0
2021-02-07 00:00:00,1.0
2021-02-07 03:00:00,1.0
2021-02-07 06:00:00,1.0
2021-02-07 09:00:00,1.0
2021-02-07 12:00:00,1.0
2021-02-07 15:00:00,1.0
2021-02-07 18:00:00,1.0
2021-02-07 21:00:00,1.0
2021-02-08 00:00:00,1.0
2021-02-08 03:00:00,1.0
2021-02-08 06:00:00,1.0
2021-02-08 09:00:00,1.0
2021-02-08 12:00:00,1.0
2021-02-08 15:00:00,1.0
2021-02-08 18:00:00,1.0
2021-02-08 21:00:00,1.0
