bus,timestamp,demand_MW
DE0,2021-01-18 00:00:00,3006.1163255707206
DE0,2021-01-18 03:00:00,3364.6796207523325
DE0,2021-01-18 06:00:00,4302.0542053696545
DE0,2021-01-18 09:00:00,4520.771640289081
DE0,2021-01-18 12:00:00,4440.852706348981
DE0,2021-01-18 15:00:00,4506.649423658162
DE0,2021-01-18 18:00:00,4180.05242955064
DE0,2021-01-18 21:00:00,3589.2759144877186
DE0,2021-01-19 00:00:00,3259.465251772255
DE0,2021-01-19 03:00:00,3596.1282372960836
DE0,2021-01-19 06:00:00,4434.611885856056
DE0,2021-01-19 09:00:00,4648.531186844717
DE0,2021-01-19 12:00:00,4517.879153177479
DE0,2021-01-19 15:00:00,4470.469387679163
DE0,2021-01-19 18:00:00,4163.865503356701
DE0,2021-01-19 21:00:00,3625.6388099990254
DE0,2021-01-20 00:00:00,3282.8322451746585
DE0,2021-01-20 03:00:00,3616.499741066766
DE0,2021-01-20 06:00:00,4420.519928720346
DE0,2021-01-20 09:00:00,4537.312312005658
DE0,2021-01-20 12:00:00,4383.739412096347
DE0,2021-01-20 15:00:00,4435.662501541546
DE0,2021-01-20 18:00:00,4225.520827997864
DE0,2021-01-20 21:00:00,3654.6622749669996
DE0,2021-01-21 00:00:00,3314.360184356228
DE0,2021-01-21 03:00:00,3653.650285226553
DE0,2021-01-21 06:00:00,4458.683163999607
DE0,2021-01-21 09:00:00,4533.0232790522405
DE0,2021-01-21 12:00:00,4357.5389476177
DE0,2021-01-21 15:00:00,4437.391801633659
DE0,2021-01-21 18:00:00,4149.321707831432
DE0,2021-01-21 21:00:00,3590.93958554221
DE0,2021-01-22 00:00:00,3285.5905684979
DE0,2021-01-22 03:00:00,3618.1561478384674
DE0,2021-01-22 06:00:00,4343.951883185169
DE0,2021-01-22 09:00:00,4382.571415620667
DE0,2021-01-22 12:00:00,4176.814413070727
DE0,2021-01-22 15:00:00,4246.18465652773
DE0,2021-01-22 18:00:00,3971.97225926585
DE0,2021-01-22 21:00:00,3394.469893391953
DE0,2021-01-23 00:00:00,3016.5866118981844
DE0,2021-01-23 03:00:00,2955.283028839579
DE0,2021-01-23 06:00:00,3361.62451390323
DE0,2021-01-23 09:00:00,3731.8801481716473
DE0,2021-01-23 12:00:00,3550.6748183009577
DE0,2021-01-23 15:00:00,3666.08553499955
DE0,2021-01-23 18:00:00,3460.401826558039
DE0,2021-01-23 21:00:00,3033.141411392326
DE0,2021-01-24 00:00:00,2715.1785935138832
DE0,2021-01-24 03:00:00,2705.2384495346078
DE0,2021-01-24 06:00:00,2967.4814128951084
DE0,2021-01-24 09:00:00,3461.851076023961
DE0,2021-01-24 12:00:00,3338.606757158285
DE0,2021-01-24 15:00:00,3532.291523680737
DE0,2021-01-24 18:00:00,3411.6802317847946
DE0,2021-01-24 21:00:00,3189.010926830425
DE0,2021-01-25 00:00:00,2950.9757080078125
DE0,2021-01-25 03:00:00,3310.3865687052407
DE0,2021-01-25 06:00:00,4222.431391398112
DE0,2021-01-25 09:00:00,4385.42041015625
DE0,2021-01-25 12:00:00,4268.61030069987
DE0,2021-01-25 15:00:00,4317.781336466472
DE0,2021-01-25 18:00:00,4109.11314646403
DE0,2021-01-25 21:00:00,3619.799176534017
DE0,2021-01-26 00:00:00,3295.0754776000977
DE0,2021-01-26 03:00:00,3578.758949279785
DE0,2021-01-26 06:00:00,4346.0038986206055
DE0,2021-01-26 09:00:00,4502.255439758301
DE0,2021-01-26 12:00:00,4357.914342244466
DE0,2021-01-26 15:00:00,4414.624267578125
DE0,2021-01-26 18:00:00,4182.711916605632
DE0,2021-01-26 21:00:00,3628.8953603108725
DE0,2021-01-27 00:00:00,3292.1221033732095
DE0,2021-01-27 03:00:00,3596.0929158528647
DE0,2021-01-27 06:00:00,4407.594919840495
DE0,2021-01-27 09:00:00,4566.851844787598
DE0,2021-01-27 12:00:00,4399.341631571452
DE0,2021-01-27 15:00:00,4388.867805480957
DE0,2021-01-27 18:00:00,4120.177719116211
DE0,2021-01-27 21:00:00,3592.749443054199
DE0,2021-01-28 00:00:00,3215.5416946411133
DE0,2021-01-28 03:00:00,3542.9741973876953
DE0,2021-01-28 06:00:00,4339.954625447591
DE0,2021-01-28 09:00:00,4543.593658447266
DE0,2021-01-28 12:00:00,4385.368069966634
DE0,2021-01-28 15:00:00,4396.628346761067
DE0,2021-01-28 18:00:00,4097.827369689941
DE0,2021-01-28 21:00:00,3526.1140899658203
DE0,2021-01-29 00:00:00,3160.6525700887046
DE0,2021-01-29 03:00:00,3478.474011739095
DE0,2021-01-29 06:00:00,4285.905255635579
DE0,2021-01-29 09:00:00,4444.5544357299805
DE0,2021-01-29 12:00:00,4253.355211893718
DE0,2021-01-29 15:00:00,4238.467989603679
DE0,2021-01-29 18:00:00,3970.2644399007163
DE0,2021-01-29 21:00:00,3433.6776377360025
DE0,2021-01-30 00:00:00,3056.497245788574
DE0,2021-01-30 03:00:00,2997.6583455403647
DE0,2021-01-30 06:00:00,3321.546473185221
DE0,2021-01-30 09:00:00,3668.85671488444
DE0,2021-01-30 12:00:00,3538.6288859049478
DE0,2021-01-30 15:00:00,3711.4097035725913
DE0,2021-01-30 18:00:00,3553.4384485880532
DE0,2021-01-30 21:00:00,3201.640111287435
DE0,2021-01-31 00:00:00,2891.0673192342124
DE0,2021-01-31 03:00:00,2814.2431666056314
DE0,2021-01-31 06:00:00,3130.5783920288086
