n,k,t,scale,MW
DE0,ccgt,2021-01-29T21:00:00,1.0,492.0
DE0,ccgt,2021-01-30T00:00:00,1.0,492.0
DE0,ccgt,2021-01-30T03:00:00,1.0,1640.0
DE0,ccgt,2021-01-30T06:00:00,1.0,1640.0
DE0,ccgt,2021-01-30T09:00:00,1.0,492.0
DE0,ccgt,2021-01-30T12:00:00,1.0,492.0
DE0,ccgt,2021-01-30T15:00:00,1.0,492.0
DE0,ccgt,2021-01-30T18:00:00,1.0,492.0
DE0,ccgt,2021-01-30T21:00:00,1.0,492.0
DE0,ccgt,2021-01-31T00:00:00,1.0,492.0
DE0,ccgt,2021-01-31T03:00:00,1.0,1640.0
DE0,ccgt,2021-01-31T06:00:00,1.0,1640.0
DE0,ccgt,2021-01-31T09:00:00,1.0,492.0
DE0,ccgt,2021-01-31T12:00:00,1.0,492.0
DE0,ccgt,2021-01-31T15:00:00,1.0,492.0
DE0,ccgt,2021-01-31T18:00:00,1.0,492.0
DE0,ccgt,2021-01-31T21:00:00,1.0,492.0
DE0,ccgt,2021-02-01T00:00:00,1.0,492.0
DE0,ccgt,2021-02-01T03:00:00,1.0,1640.0
DE0,ccgt,2021-02-01T06:00:00,1.0,1640.0
DE0,ccgt,2021-02-01T09:00:00,1.0,492.0
DE0,ccgt,2021-02-01T12:00:00,1.0,492.0
DE0,ccgt,2021-02-01T15:00:00,1.0,492.0
DE0,ccgt,2021-02-01T18:00:00,1.0,492.0
DE0,ccgt,2021-02-01T21:00:00,1.0,492.0
DE0,ccgt,2021-02-02T00:00:00,1.0,492.0
DE0,ccgt,2021-02-02T03:00:00,1.0,1640.0
DE0,ccgt,2021-02-02T06:00:00,1.0,1640.0
DE0,ccgt,2021-02-02T09:00:00,1.0,492.0
DE0,ccgt,2021-02-02T12:00:00,1.0,492.0
DE0,ccgt,2021-02-02T15:00:00,1.0,492.0
DE0,ccgt,2021-02-02T18:00:00,1.0,492.0
DE0,ccgt,2021-02-02T21:00:00,1.0,1640.0
DE0,ccgt,2021-02-03T00:00:00,1.0,1640.0
DE0,ccgt,2021-02-03T03:00:00,1.0,1640.0
DE0,ccgt,2021-02-03T06:00:00,1.0,1640.0
DE0,ccgt,2021-02-03T09:00:00,1.0,492.0
DE0,ccgt,2021-02-03T12:00:00,1.0,492.0
DE0,ccgt,2021-02-03T15:00:00,1.0,492.0
DE0,ccgt,2021-02-03T18:00:00,1.0,492.0
DE0,ccgt,2021-02-03T21:00:00,1.0,492.0
DE0,ccgt,2021-02-04T00:00:00,1.0,1640.0
DE0,ccgt,2021-02-04T03:00:00,1.0,1640.0
DE0,ccgt,2021-02-04T06:00:00,1.0,1640.0
DE0,ccgt,2021-02-04T09:00:00,1.0,492.0
DE0,ccgt,2021-02-04T12:00:00,1.0,492.0
DE0,ccgt,2021-02-04T15:00:00,1.0,492.0
DE0,ccgt,2021-02-04T18:00:00,1.0,492.0
DE0,ccgt,2021-02-04T21:00:00,1.0,492.0
DE0,ccgt,2021-02-05T00:00:00,1.0,1640.0
DE0,ccgt,2021-02-05T03:00:00,1.0,1640.0
DE0,ccgt,2021-02-05T06:00:00,1.0,1640.0
DE0,ccgt,2021-02-05T09:00:00,1.0,492.0
DE0,ccgt,2021-02-05T12:00:00,1.0,492.0
DE0,ccgt,2021-02-05T15:00:00,1.0,492.0
DE0,ccgt,2021-02-05T18:00:00,1.0,492.0
DE0,ccgt,2021-02-05T21:00:00,1.0,1640.0
DE0,ccgt,2021-02-06T00:00:00,1.0,1640.0
DE0,ccgt,2021-02-06T03:00:00,1.0,1640.0
DE0,ccgt,2021-02-06T06:00:00,1.0,1640.0
DE0,ccgt,2021-02-06T09:00:00,1.0,492.0
DE0,ccgt,2021-02-06T12:00:00,1.0,492.0
DE0,ccgt,2021-02-06T15:00:00,1.0,492.0
DE0,ccgt,2021-02-06T18:00:00,1.0,492.0
DE0,ccgt,2021-02-06T21:00:00,1.0,492.0
DE0,ccgt,2021-02-07T00:00:00,1.0,908.0110755005203
DE0,ccgt,2021-02-07T03:00:00,1.0,1640.0
DE0,ccgt,2021-02-07T06:00:00,1.0,1640.0
DE0,ccgt,2021-02-07T09:00:00,1.0,492.0
DE0,ccgt,2021-02-07T12:00:00,1.0,492.0
DE0,ccgt,2021-02-07T15:00:00,1.0,492.0
DE0,ccgt,2021-02-07T18:00:00,1.0,492.0
DE0,ccgt,2021-02-07T21:00:00,1.0,492.0
DE0,ocgt,2021-01-25T00:00:00,1.0,0.0
DE0,ocgt,2021-01-25T03:00:00,1.0,740.0
DE0,ocgt,2021-01-25T06:00:00,1.0,740.0
DE0,ocgt,2021-01-25T09:00:00,1.0,0.0
DE0,ocgt,2021-01-25T12:00:00,1.0,0.0
DE0,ocgt,2021-01-25T15:00:00,1.0,0.0
DE0,ocgt,2021-01-25T18:00:00,1.0,0.0
DE0,ocgt,2021-01-25T21:00:00,1.0,0.0
DE0,ocgt,2021-01-26T00:00:00,1.0,0.0
DE0,ocgt,2021-01-26T03:00:00,1.0,0.0
DE0,ocgt,2021-01-26T06:00:00,1.0,0.0
DE0,ocgt,2021-01-26T09:00:00,1.0,0.0
DE0,ocgt,2021-01-26T12:00:00,1.0,0.0
DE0,ocgt,2021-01-26T15:00:00,1.0,0.0
DE0,ocgt,2021-01-26T18:00:00,1.0,0.0
DE0,ocgt,2021-01-26T21:00:00,1.0,0.0
DE0,ocgt,2021-01-27T00:00:00,1.0,0.0
DE0,ocgt,2021-01-27T03:00:00,1.0,0.0
DE0,ocgt,2021-01-27T06:00:00,1.0,0.0
DE0,ocgt,2021-01-27T09:00:00,1.0,0.0
DE0,ocgt,2021-01-27T12:00:00,1.0,0.0
DE0,ocgt,2021-01-27T15:00:00,1.0,0.0
DE0,ocgt,2021-01-27T18:00:00,1.0,0.0
DE0,ocgt,2021-01-27T21:00:00,1.0,0.0
DE0,ocgt,2021-01-28T00:00:00,1.0,0.0
DE0,ocgt,2021-01-28T03:00:00,1.0,0.0
DE0,ocgt,2021-01-28T06:00:00,1.0,0.0
DE0,ocgt,2021-01-28T09:00:00,1.0,0.0
DE0,ocgt,2021-01-28T12:00:00,1.0,0.0
DE0,ocgt,2021-01-28T15:00:00,1.0,0.0
DE0,ocgt,2021-01-28T18:00:00,1.0,0.0
DE0,ocgt,2021-01-28T21:00:00,1.0,0.0
DE0,ocgt,2021-01-29T00:00:00,1.0,0.0
DE0,ocgt,2021-01-29T03:00:00,1.0,0.0
DE0,ocgt,2021-01-29T06:00:00,1.0,0.0
DE0,ocgt,2021-01-29T09:00:00,1.0,0.0
DE0,ocgt,2021-01-29T12:00:00,1.0,0.0
DE0,ocgt,2021-01-29T15:00:00,1.0,0.0
DE0,ocgt,2021-01-29T18:00:00,1.0,0.0
DE0,ocgt,2021-01-29T21:00:00,1.0,0.0
DE0,ocgt,2021-01-30T00:00:00,1.0,0.0
DE0,ocgt,2021-01-30T03:00:00,1.0,0.0
DE0,ocgt,2021-01-30T06:00:00,1.0,0.0
DE0,ocgt,2021-01-30T09:00:00,1.0,0.0
DE0,ocgt,2021-01-30T12:00:00,1.0,0.0
DE0,ocgt,2021-01-30T15:00:00,1.0,0.0
DE0,ocgt,2021-01-30T18:00:00,1.0,0.0
DE0,ocgt,2021-01-30T21:00:00,1.0,0.0
DE0,ocgt,2021-01-31T00:00:00,1.0,0.0
DE0,ocgt,2021-01-31T03:00:00,1.0,0.0
DE0,ocgt,2021-01-31T06:00:00,1.0,0.0
DE0,ocgt,2021-01-31T09:00:00,1.0,0.0
DE0,ocgt,2021-01-31T12:00:00,1.0,0.0
DE0,ocgt,2021-01-31T15:00:00,1.0,0.0
DE0,ocgt,2021-01-31T18:00:00,1.0,0.0
DE0,ocgt,2021-01-31T21:00:00,1.0,0.0
DE0,ocgt,2021-02-01T00:00:00,1.0,0.0
DE0,ocgt,2021-02-01T03:00:00,1.0,0.0
DE0,ocgt,2021-02-01T06:00:00,1.0,0.0
DE0,ocgt,2021-02-01T09:00:00,1.0,0.0
DE0,ocgt,2021-02-01T12:00:00,1.0,0.0
DE0,ocgt,2021-02-01T15:00:00,1.0,0.0
DE0,ocgt,2021-02-01T18:00:00,1.0,0.0
DE0,ocgt,2021-02-01T21:00:00,1.0,0.0
DE0,ocgt,2021-02-02T00:00:00,1.0,0.0
DE0,ocgt,2021-02-02T03:00:00,1.0,0.0
DE0,ocgt,2021-02-02T06:00:00,1.0,0.0
DE0,ocgt,2021-02-02T09:00:00,1.0,0.0
DE0,ocgt,2021-02-02T12:00:00,1.0,0.0
DE0,ocgt,2021-02-02T15:00:00,1.0,0.0
DE0,ocgt,2021-02-02T18:00:00,1.0,0.0
DE0,ocgt,2021-02-02T21:00:00,1.0,0.0
DE0,ocgt,2021-02-03T00:00:00,1.0,0.0
DE0,ocgt,2021-02-03T03:00:00,1.0,0.0
DE0,ocgt,2021-02-03T06:00:00,1.0,0.0
DE0,ocgt,2021-02-03T09:00:00,1.0,0.0
DE0,ocgt,2021-02-03T12:00:00,1.0,0.0
DE0,ocgt,2021-02-03T15:00:00,1.0,0.0
DE0,ocgt,2021-02-03T18:00:00,1.0,0.0
DE0,ocgt,2021-02-03T21:00:00,1.0,0.0
DE0,ocgt,2021-02-04T00:00:00,1.0,0.0
DE0,ocgt,2021-02-04T03:00:00,1.0,0.0
DE0,ocgt,2021-02-04T06:00:00,1.0,0.0
DE0,ocgt,2021-02-04T09:00:00,1.0,0.0
DE0,ocgt,2021-02-04T12:00:00,1.0,0.0
DE0,ocgt,2021-02-04T15:00:00,1.0,0.0
DE0,ocgt,2021-02-04T18:00:00,1.0,0.0
DE0,ocgt,2021-02-04T21:00:00,1.0,0.0
DE0,ocgt,2021-02-05T00:00:00,1.0,0.0
DE0,ocgt,2021-02-05T03:00:00,1.0,0.0
DE0,ocgt,2021-02-05T06:00:00,1.0,0.0
DE0,ocgt,2021-02-05T09:00:00,1.0,0.0
DE0,ocgt,2021-02-05T12:00:00,1.0,0.0
DE0,ocgt,2021-02-05T15:00:00,1.0,0.0
DE0,ocgt,2021-02-05T18:00:00,1.0,0.0
DE0,ocgt,2021-02-05T21:00:00,1.0,0.0
DE0,ocgt,2021-02-06T00:00:00,1.0,0.0
DE0,ocgt,2021-02-06T03:00:00,1.0,0.0
DE0,ocgt,2021-02-06T06:00:00,1.0,0.0
DE0,ocgt,2021-02-06T09:00:00,1.0,0.0
DE0,ocgt,2021-02-06T12:00:00,1.0,0.0
DE0,ocgt,2021-02-06T15:00:00,1.0,0.0
DE0,ocgt,2021-02-06T18:00:00,1.0,0.0
DE0,ocgt,2021-02-06T21:00:00,1.0,0.0
DE0,ocgt,2021-02-07T00:00:00,1.0,0.0
DE0,ocgt,2021-02-07T03:00:00,1.0,0.0
DE0,ocgt,2021-02-07T06:00:00,1.0,0.0
DE0,ocgt,2021-02-07T09:00:00,1.0,0.0
DE0,ocgt,2021-02-07T12:00:00,1.0,0.0
DE0,ocgt,2021-02-07T15:00:00,1.0,0.0
DE0,ocgt,2021-02-07T18:00:00,1.0,0.0
DE0,ocgt,2021-02-07T21:00:00,1.0,0.0
DE0,offwind,2021-01-25T00:00:00,1.0,0.0
DE0,offwind,2021-01-25T03:00:00,1.0,81.20436479999998
DE0,offwind,2021-01-25T06:00:00,1.0,116.82616319999995
DE0,offwind,2021-01-25T09:00:00,1.0,114.37896959999998
DE0,offwind,2021-01-25T12:00:00,1.0,0.0
DE0,offwind,2021-01-25T15:00:00,1.0,128.71404799999996
DE0,offwind,2021-01-25T18:00:00,1.0,167.4057728
DE0,offwind,2021-01-25T21:00:00,1.0,119.48371200000005
DE0,offwind,2021-01-26T00:00:00,1.0,148.35778559999997
DE0,offwind,2021-01-26T03:00:00,1.0,144.59208959999995
DE0,offwind,2021-01-26T06:00:00,1.0,116.47936
DE0,offwind,2021-01-26T09:00:00,1.0,0.0
DE0,offwind,2021-01-26T12:00:00,1.0,0.0
DE0,offwind,2021-01-26T15:00:00,1.0,0.0
DE0,offwind,2021-01-26T18:00:00,1.0,214.54878719999996
DE0,offwind,2021-01-26T21:00:00,1.0,179.54928640000003
DE0,offwind,2021-01-27T00:00:00,1.0,138.04339199999998
DE0,offwind,2021-01-27T03:00:00,1.0,124.51829759999997
DE0,offwind,2021-01-27T06:00:00,1.0,166.51893760000002
DE0,offwind,2021-01-27T09:00:00,1.0,0.0
DE0,offwind,2021-01-27T12:00:00,1.0,132.5602304
DE0,offwind,2021-01-27T15:00:00,1.0,128.39354880000002
DE0,offwind,2021-01-27T18:00:00,1.0,87.48518400000002
DE0,offwind,2021-01-27T21:00:00,1.0,50.088499200000015
DE0,offwind,2021-01-28T00:00:00,1.0,52.279295999999995
DE0,offwind,2021-01-28T03:00:00,1.0,44.462208000000004
DE0,offwind,2021-01-28T06:00:00,1.0,35.276800000000016
DE0,offwind,2021-01-28T09:00:00,1.0,26.429286400000013
DE0,offwind,2021-01-28T12:00:00,1.0,34.8461568
DE0,offwind,2021-01-28T15:00:00,1.0,25.6608
DE0,offwind,2021-01-28T18:00:00,1.0,36.608652800000016
DE0,offwind,2021-01-28T21:00:00,1.0,29.101260800000006
DE0,offwind,2021-01-29T00:00:00,1.0,57.57273599999999
DE0,offwind,2021-01-29T03:00:00,1.0,62.7490048
DE0,offwind,2021-01-29T06:00:00,1.0,37.4051328
DE0,offwind,2021-01-29T09:00:00,1.0,0.0
DE0,offwind,2021-01-29T12:00:00,1.0,0.0
DE0,offwind,2021-01-29T15:00:00,1.0,0.0
DE0,offwind,2021-01-29T18:00:00,1.0,53.86862079999999
DE0,offwind,2021-01-29T21:00:00,1.0,60.9403392
DE0,offwind,2021-01-30T00:00:00,1.0,98.04748799999997
DE0,offwind,2021-01-30T03:00:00,1.0,211.99426559999995
DE0,offwind,2021-01-30T06:00:00,1.0,123.50591999999999
DE0,offwind,2021-01-30T09:00:00,1.0,172.57570560000005
DE0,offwind,2021-01-30T12:00:00,1.0,154.96069120000004
DE0,offwind,2021-01-30T15:00:00,1.0,207.95494399999998
DE0,offwind,2021-01-30T18:00:00,1.0,193.60688639999995
DE0,offwind,2021-01-30T21:00:00,1.0,338.49140479999994
DE0,offwind,2021-01-31T00:00:00,1.0,232.4669184
DE0,offwind,2021-01-31T03:00:00,1.0,246.21909760000005
DE0,offwind,2021-01-31T06:00:00,1.0,229.00855039999996
DE0,offwind,2021-01-31T09:00:00,1.0,216.78028799999996
DE0,offwind,2021-01-31T12:00:00,1.0,198.37405440000003
DE0,offwind,2021-01-31T15:00:00,1.0,148.2355712
DE0,offwind,2021-01-31T18:00:00,1.0,204.4156928
DE0,offwind,2021-01-31T21:00:00,1.0,219.50184960000004
DE0,offwind,2021-02-01T00:00:00,1.0,166.08870399999998
DE0,offwind,2021-02-01T03:00:00,1.0,114.42007040000001
DE0,offwind,2021-02-01T06:00:00,1.0,157.02705919999997
DE0,offwind,2021-02-01T09:00:00,1.0,100.25966080000002
DE0,offwind,2021-02-01T12:00:00,1.0,75.57352959999999
DE0,offwind,2021-02-01T15:00:00,1.0,78.60103680000003
DE0,offwind,2021-02-01T18:00:00,1.0,77.71060480000001
DE0,offwind,2021-02-01T21:00:00,1.0,84.7501312
DE0,offwind,2021-02-02T00:00:00,1.0,51.31878399999999
DE0,offwind,2021-02-02T03:00:00,1.0,34.7531136
DE0,offwind,2021-02-02T06:00:00,1.0,37.22035200000001
DE0,offwind,2021-02-02T09:00:00,1.0,37.950950399999996
DE0,offwind,2021-02-02T12:00:00,1.0,37.8653184
DE0,offwind,2021-02-02T15:00:00,1.0,33.20697599999999
DE0,offwind,2021-02-02T18:00:00,1.0,24.040448000000005
DE0,offwind,2021-02-02T21:00:00,1.0,28.387328000000007
DE0,offwind,2021-02-03T00:00:00,1.0,40.9363968
DE0,offwind,2021-02-03T03:00:00,1.0,42.5990912
DE0,offwind,2021-02-03T06:00:00,1.0,41.60032
DE0,offwind,2021-02-03T09:00:00,1.0,39.93427199999999
DE0,offwind,2021-02-03T12:00:00,1.0,37.98144
DE0,offwind,2021-02-03T15:00:00,1.0,47.21473279999999
DE0,offwind,2021-02-03T18:00:00,1.0,70.6397696
DE0,offwind,2021-02-03T21:00:00,1.0,76.17542399999999
DE0,offwind,2021-02-04T00:00:00,1.0,122.11584000000002
DE0,offwind,2021-02-04T03:00:00,1.0,120.42201600000004
DE0,offwind,2021-02-04T06:00:00,1.0,196.4265984
DE0,offwind,2021-02-04T09:00:00,1.0,105.1271808
DE0,offwind,2021-02-04T12:00:00,1.0,134.2410496
DE0,offwind,2021-02-04T15:00:00,1.0,137.18318079999997
DE0,offwind,2021-02-04T18:00:00,1.0,139.35827199999997
DE0,offwind,2021-02-04T21:00:00,1.0,174.60186879999998
DE0,offwind,2021-02-05T00:00:00,1.0,140.11568640000002
DE0,offwind,2021-02-05T03:00:00,1.0,140.86912
DE0,offwind,2021-02-05T06:00:00,1.0,154.25918719999999
DE0,offwind,2021-02-05T09:00:00,1.0,167.95407359999996
DE0,offwind,2021-02-05T12:00:00,1.0,185.08872959999994
DE0,offwind,2021-02-05T15:00:00,1.0,128.86161920000004
DE0,offwind,2021-02-05T18:00:00,1.0,112.9255424
DE0,offwind,2021-02-05T21:00:00,1.0,144.4365824
DE0,offwind,2021-02-06T00:00:00,1.0,146.608128
DE0,offwind,2021-02-06T03:00:00,1.0,133.02625279999998
DE0,offwind,2021-02-06T06:00:00,1.0,138.19278080000004
DE0,offwind,2021-02-06T09:00:00,1.0,122.64029439999995
DE0,offwind,2021-02-06T12:00:00,1.0,111.00467199999996
DE0,offwind,2021-02-06T15:00:00,1.0,132.89858559999996
DE0,offwind,2021-02-06T18:00:00,1.0,116.37689600000002
DE0,offwind,2021-02-06T21:00:00,1.0,126.49054720000001
DE0,offwind,2021-02-07T00:00:00,1.0,73.85651200000001
DE0,offwind,2021-02-07T03:00:00,1.0,61.40019200000002
DE0,offwind,2021-02-07T06:00:00,1.0,32.00204799999999
DE0,offwind,2021-02-07T09:00:00,1.0,38.6328448
DE0,offwind,2021-02-07T12:00:00,1.0,40.8215808
DE0,offwind,2021-02-07T15:00:00,1.0,25.318655999999997
DE0,offwind,2021-02-07T18:00:00,1.0,20.3106432
DE0,offwind,2021-02-07T21:00:00,1.0,25.021644799999997
DE0,onwind,2021-01-25T00:00:00,1.0,0.0
DE0,onwind,2021-01-25T03:00:00,1.0,356.0793964162608
DE0,onwind,2021-01-25T06:00:00,1.0,512.2583372370711
DE0,onwind,2021-01-25T09:00:00,1.0,501.5008490613209
DE0,onwind,2021-01-25T12:00:00,1.0,0.0
DE0,onwind,2021-01-25T15:00:00,1.0,564.3203918653252
DE0,onwind,2021-01-25T18:00:00,1.0,734.0657901762473
DE0,onwind,2021-01-25T21:00:00,1.0,523.9138312951673
DE0,onwind,2021-01-26T00:00:00,1.0,650.5191406117272
DE0,onwind,2021-01-26T03:00:00,1.0,633.9505431482519
DE0,onwind,2021-01-26T06:00:00,1.0,510.74470405796137
DE0,onwind,2021-01-26T09:00:00,1.0,0.0
DE0,onwind,2021-01-26T12:00:00,1.0,0.0
DE0,onwind,2021-01-26T15:00:00,1.0,0.0
DE0,onwind,2021-01-26T18:00:00,1.0,940.717032464562
DE0,onwind,2021-01-26T21:00:00,1.0,787.2571739400531
DE0,onwind,2021-01-27T00:00:00,1.0,605.2046006901037
DE0,onwind,2021-01-27T03:00:00,1.0,545.9402870042394
DE0,onwind,2021-01-27T06:00:00,1.0,730.0989081484768
DE0,onwind,2021-01-27T09:00:00,1.0,0.0
DE0,onwind,2021-01-27T12:00:00,1.0,581.2736637858945
DE0,onwind,2021-01-27T15:00:00,1.0,562.9581960868338
DE0,onwind,2021-01-27T18:00:00,1.0,383.6447074641274
DE0,onwind,2021-01-27T21:00:00,1.0,219.6022576884295
DE0,onwind,2021-01-28T00:00:00,1.0,229.2852379319506
DE0,onwind,2021-01-28T03:00:00,1.0,194.93382743412474
DE0,onwind,2021-01-28T06:00:00,1.0,154.6831492270162
DE0,onwind,2021-01-28T09:00:00,1.0,115.88264001318953
DE0,onwind,2021-01-28T12:00:00,1.0,152.77817414716498
DE0,onwind,2021-01-28T15:00:00,1.0,112.5131115477433
DE0,onwind,2021-01-28T18:00:00,1.0,160.45727889673384
DE0,onwind,2021-01-28T21:00:00,1.0,127.5694340150738
DE0,onwind,2021-01-29T00:00:00,1.0,252.38404082762645
DE0,onwind,2021-01-29T03:00:00,1.0,275.2154051503394
DE0,onwind,2021-01-29T06:00:00,1.0,164.0524509411688
DE0,onwind,2021-01-29T09:00:00,1.0,0.0
DE0,onwind,2021-01-29T12:00:00,1.0,0.0
DE0,onwind,2021-01-29T15:00:00,1.0,0.0
DE0,onwind,2021-01-29T18:00:00,1.0,236.1470252144244
DE0,onwind,2021-01-29T21:00:00,1.0,267.22447393908163
DE0,onwind,2021-01-30T00:00:00,1.0,429.9019498347681
DE0,onwind,2021-01-30T03:00:00,1.0,929.5903037290487
DE0,onwind,2021-01-30T06:00:00,1.0,541.5476763524728
DE0,onwind,2021-01-30T09:00:00,1.0,756.667621577844
DE0,onwind,2021-01-30T12:00:00,1.0,679.4233731209092
DE0,onwind,2021-01-30T15:00:00,1.0,911.7358774110794
DE0,onwind,2021-01-30T18:00:00,1.0,848.9563392689581
DE0,onwind,2021-01-30T21:00:00,1.0,1484.2217887342774
DE0,onwind,2021-01-31T00:00:00,1.0,1019.3208220696474
DE0,onwind,2021-01-31T03:00:00,1.0,1079.5246896894732
DE0,onwind,2021-01-31T06:00:00,1.0,1004.1685007609141
DE0,onwind,2021-01-31T09:00:00,1.0,950.4292753774242
DE0,onwind,2021-01-31T12:00:00,1.0,869.7746912304985
DE0,onwind,2021-01-31T15:00:00,1.0,649.9246268865119
DE0,onwind,2021-01-31T18:00:00,1.0,896.2871635379884
DE0,onwind,2021-01-31T21:00:00,1.0,962.4343780778767
DE0,onwind,2021-02-01T00:00:00,1.0,728.159793287728
DE0,onwind,2021-02-01T03:00:00,1.0,501.6654361424653
DE0,onwind,2021-02-01T06:00:00,1.0,688.4819596139808
DE0,onwind,2021-02-01T09:00:00,1.0,439.61764994063265
DE0,onwind,2021-02-01T12:00:00,1.0,331.38824746508385
DE0,onwind,2021-02-01T15:00:00,1.0,344.6364579922169
DE0,onwind,2021-02-01T18:00:00,1.0,340.7807000252342
DE0,onwind,2021-02-01T21:00:00,1.0,371.5687323071282
DE0,onwind,2021-02-02T00:00:00,1.0,225.0726482586601
DE0,onwind,2021-02-02T03:00:00,1.0,152.36664470871384
DE0,onwind,2021-02-02T06:00:00,1.0,163.20531518442908
DE0,onwind,2021-02-02T09:00:00,1.0,166.400872759153
DE0,onwind,2021-02-02T12:00:00,1.0,166.01527226821872
DE0,onwind,2021-02-02T15:00:00,1.0,145.6003006473389
DE0,onwind,2021-02-02T18:00:00,1.0,105.37030386265474
DE0,onwind,2021-02-02T21:00:00,1.0,124.43981004975075
DE0,onwind,2021-02-03T00:00:00,1.0,179.45461617990694
DE0,onwind,2021-02-03T03:00:00,1.0,186.8384396057266
DE0,onwind,2021-02-03T06:00:00,1.0,182.45181730612447
DE0,onwind,2021-02-03T09:00:00,1.0,175.13923675038768
DE0,onwind,2021-02-03T12:00:00,1.0,166.54162990281768
DE0,onwind,2021-02-03T15:00:00,1.0,207.08888588105128
DE0,onwind,2021-02-03T18:00:00,1.0,309.6676916011247
DE0,onwind,2021-02-03T21:00:00,1.0,334.03059242385234
DE0,onwind,2021-02-04T00:00:00,1.0,535.4327662296722
DE0,onwind,2021-02-04T03:00:00,1.0,528.0479550344235
DE0,onwind,2021-02-04T06:00:00,1.0,861.2896283622706
DE0,onwind,2021-02-04T09:00:00,1.0,460.9358749689502
DE0,onwind,2021-02-04T12:00:00,1.0,588.5783421861975
DE0,onwind,2021-02-04T15:00:00,1.0,601.4515707437604
DE0,onwind,2021-02-04T18:00:00,1.0,611.0789272212983
DE0,onwind,2021-02-04T21:00:00,1.0,765.5966868045084
DE0,onwind,2021-02-05T00:00:00,1.0,614.3791883555201
DE0,onwind,2021-02-05T03:00:00,1.0,617.6275298591183
DE0,onwind,2021-02-05T06:00:00,1.0,676.4036385045874
DE0,onwind,2021-02-05T09:00:00,1.0,736.3606255026958
DE0,onwind,2021-02-05T12:00:00,1.0,811.5249402196276
DE0,onwind,2021-02-05T15:00:00,1.0,564.9813948202454
DE0,onwind,2021-02-05T18:00:00,1.0,495.1367123644085
DE0,onwind,2021-02-05T21:00:00,1.0,633.3009612773575
DE0,onwind,2021-02-06T00:00:00,1.0,642.753791243869
DE0,onwind,2021-02-06T03:00:00,1.0,583.2427204074665
DE0,onwind,2021-02-06T06:00:00,1.0,605.9034475612809
DE0,onwind,2021-02-06T09:00:00,1.0,537.7520488494938
DE0,onwind,2021-02-06T12:00:00,1.0,486.7530193338548
DE0,onwind,2021-02-06T15:00:00,1.0,582.7111152477751
DE0,onwind,2021-02-06T18:00:00,1.0,510.3421880155529
DE0,onwind,2021-02-06T21:00:00,1.0,554.5706137141527
DE0,onwind,2021-02-07T00:00:00,1.0,323.91805594979644
DE0,onwind,2021-02-07T03:00:00,1.0,269.1943331233151
DE0,onwind,2021-02-07T06:00:00,1.0,140.32388329877233
DE0,onwind,2021-02-07T09:00:00,1.0,169.3907273502407
DE0,onwind,2021-02-07T12:00:00,1.0,178.976597511751
DE0,onwind,2021-02-07T15:00:00,1.0,111.0129367271067
